CoverageChangePercent,CoveredLinesChange,TotalLinesChange
0.7418397626112849,5,0
0.7418397626112849,5,0
0.0,0,0
-1.019992277660986,-133,-169
-0.37647058823530033,-8,0
0.0,0,0
0.0,0,0
-0.0016730789298480264,0,7
0.0,0,0
0.0,0,0
-5.70889561508506,-3895,90
0.0,0,0
0.0,0,0
0.0,0,0
0.005987109118416045,33,71
-0.101829306949347,-299,-504
0.03952725679985947,80,99
-0.00514172457740103,-6,-1
-0.10853306358330483,-78,113
0.0,0,0
-0.09104437815791733,70,451
0.0,0,0
0.0,0,0
0.0,0,0
0.10091799585144057,-59,-451
-0.008078414476514473,-9,0
0.0035904064340064323,4,0
-0.0035904064340064323,-4,0
0.0014529739220225935,2,1
0.0008926977325462992,1,0
0.003570790930190748,4,0
-0.029451137884872747,-33,0
-0.07039053380973326,-79,0
0.281746409986694,384,325
-0.002207481153626567,-2,0
0.03716191719237427,41,0
-0.047132187658621705,-52,0
0.2483503734319492,274,0
0.011783367323814353,13,0
0.011783367323814353,13,0
-0.03716292771356877,-41,0
0.09154769997733458,101,0
0.019190523000739423,22,2
0.008535435712331285,9,-1
0.015410695022344267,17,0
-0.006345580303318554,-7,0
0.008983838075304895,10,0
0.006188337635704144,7,0
0.006188337635704144,7,0
0.4081524942163739,464,0
-0.039727732605876476,-45,0
-0.14390902830505592,-163,0
0.0326664665477705,37,0
0.0979993996433115,111,0
0.0979993996433226,111,0
0.007945897268379909,9,0
0.0017657549485239343,2,0
0.04495887585179714,51,0
0.08198383243562257,93,0
0.44831041393131876,519,0
-0.6664312425863961,-736,0
-0.013580436927929096,-15,0
-0.11765557687434258,-130,0
-0.0008959369260486127,-1,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
-0.9902470491028492,310,2661
0.08217146287559651,112,114
-6.9746670069062215,-1389,-20
0.021127132519949132,4,0
0.0,0,0
-0.05329638117571589,-10,0
0.0,0,0
0.0,0,0
-22.795379309848446,679,188876
0.0,0,0
0.0,0,0
0.0894786593471808,10,19
0.0,0,0
0.22399203583872151,9,0
0.0,0,0
-0.02406217726967641,0,180
0.5178750417641154,124,0
0.12031999557170492,50,67
0.1785233090811078,53,0
0.0015634336077957611,1,3
0.0015634336077957611,1,3
0.020013151499556625,7,0
6.339840203115149,2219,7
0.004139742844344596,2,2
0.023038995992334665,27,29
-3.2501094840184512,-3423,5
0.009314207226101406,13,22
0.0,0,0
0.0,0,0
-0.030498280865309813,-173,65
0.05285808229212596,127,0
0.21434576677515776,515,0
0.21434576677515776,515,0
0.00406630824966725,10,1
0.00406630824966725,10,1
0.3023530775583344,739,27
0.05467458877787823,136,28
0.05467458877787823,136,28
-0.00017750233858998543,9,93
0.004718656216841366,13,14
0.0011013766554365811,3,2
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.012113430160015648,20,0
0.011469079559484063,22,11
-0.0006026492460842192,-1,0
-0.0006026492460842192,-1,0
-0.0035552444824671348,-3,-20
0.002215428242279688,1,0
9.242823310683695,4176,0
4.488550491502005,2447,51
0.0,0,0
0.0,0,0
0.009197939661514942,5,0
0.0,0,0
-0.0076703094177899,0,22
0.0,0,0
0.0,0,0
0.0,0,0
-1.6831260280584348,250,6850
-1.6831260280584348,250,6850
-1.6831260280584348,250,6850
0.0,0,0
0.01048437827636528,1,0
0.11388515295991386,11,-7
0.0,0,0
-0.0002981155466708074,-1,-1
-0.04165509580672522,-6,0
0.0,0,0
0.015962849784423305,4,2
0.12820985565132892,31,15
0.0,0,0
-0.013864924307382953,11,16
-0.006484663770189858,-1,0
0.0,0,0
0.0,0,0
0.00647752299520743,1,0
0.0,0,0
0.0,0,0
0.7219209351844447,290,777
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.019648370327607356,129,0
-0.04767395281040088,-313,0
0.004264762551731138,28,0
-0.00045693884482833624,-3,0
-0.00045693884482833624,-3,0
0.0871230064138917,572,0
0.008969918845036506,59,0
0.008969918845036506,59,0
0.008969918845036506,59,0
-0.022956910942395492,-151,0
0.00519381299592947,31,0
0.00519381299592947,31,0
0.00519381299592947,31,0
0.00519381299592947,31,0
0.025466437915500073,152,0
0.025466437915500073,152,0
0.025466437915500073,152,0
-0.0005026161168930621,-3,0
-0.0034672976047533943,-21,0
0.00786199576762181,48,0
-0.42971900506501015,-2664,0
1.0965635018126252,366,0
-1.0227301094843766,-117,487
-1.0227301094843766,-117,487
0.0,0,0
0.00843668269636666,3,0
6.104578005844005,1448,26
3.043129876998285,740,109
4.9747899159663875,1184,0
-12.804878618990873,-3041,106
-1.217522279402535,-291,0
-1.217522279402535,-291,0
-1.217522279402535,-291,0
-1.217522279402535,-291,0
-1.217522279402535,-291,0
-1.217522279402535,-291,0
-3.465371282293389,-831,14
-3.465371282293389,-831,14
-0.0017245343757188447,-3,0
0.44142614601018204,26,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.008075587498990178,3,0
0.0,0,0
0.030551553240204532,12,-1
0.0,0,0
0.012869681604077421,5,0
-0.0025712889871687405,-1,0
-1.9141285956006782,-181,0
-0.7931472081218277,-75,0
0.8671742808798677,82,0
4.959813874788494,469,0
-8.565989847715736,-810,0
0.4222081486172702,40,0
0.4222081486172702,40,0
1.298290056998097,123,0
0.09499683343888732,9,0
0.8461805958038693,73,0
-1.8082763417178627,-156,0
-0.2550133302422597,-22,0
1.7271357366407725,149,0
-0.4288860554074514,-37,0
0.07228915662650937,6,0
-0.49598488427019527,-42,0
-2.1728861596598925,-184,0
-0.7489760093622011,-64,0
0.15213575190169415,13,0
-0.14987318422872153,-13,0
-0.011528706479135842,-1,0
0.1383444777495968,12,0
-0.01366117385458443,6,16
0.011152623654719918,2,0
-0.12825517202921244,-23,0
3.357749389022535,605,-8
1.1449346139237093,211,0
0.1682371955426601,178,0
0.05917407339355585,91,273
0.3963017783814818,601,6
-0.23271402734389782,-368,0
0.0034236910598547943,4,-14
-0.004692564463899818,-5,40
-2.4233559895609282,-4225,0
0.001629619972622065,3,0
-0.560524380906384,-1263,128
0.4160149144902498,65,4
0.4160149144902498,65,4
0.4160149144902498,65,4
0.4160149144902498,65,4
0.4160149144902498,65,4
0.4160149144902498,65,4
0.4160149144902498,65,4
0.4160149144902498,65,4
6.289671090594346,981,0
6.289671090594346,981,0
6.289671090594346,981,0
6.635891517599539,1035,0
6.635891517599539,1035,0
0.7693787266782076,120,0
0.10899531961274522,17,0
-0.20095759019869985,-31,2
0.0,0,0
0.0,0,0
0.03834600881958139,6,0
0.21721075832108888,34,0
-0.019165655145979288,-3,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.2313614424189231,58,0
-0.021623740169640637,-3,18
0.0,0,0
-0.003984698756773208,-1,0
10.223581660731018,2634,288
10.223581660731018,2634,288
-0.08564001146708633,-6,66
0.0,0,0
0.0,0,0
4.509951711873494,2421,4395
0.0,0,0
0.0,0,0
1.0516444503985534,314,0
1.8018621474981567,538,0
0.036548493205307286,11,0
0.5721845543244564,173,0
0.0,0,0
-0.005567349574445157,-49,-10
0.3379958626189644,3689,3975
0.38902368213997174,5628,1624
0.38902368213997174,5628,1624
0.38902368213997174,5628,1624
-0.3219099419822208,-4075,47
0.1417082454019225,1796,-19
1.113090294238242,14217,95
-1.4830847272903265,-18925,-39
-1.5976354294414186,-20510,75
-1.5976354294414186,-20510,75
-1.5541536167791552,-19605,1672
-0.8105597921617386,-10228,1017
1.3338885696106058,18849,7143
1.3338885696106058,18849,7143
1.3338885696106058,18849,7143
1.3338885696106058,18849,7143
-1.2988367459528471,-16832,196
-1.2988367459528471,-16832,196
-0.32422075430866004,-4217,1
-0.33685033887967397,-4380,7
0.2565678015031492,3334,-1
0.2565678015031492,3334,-1
0.13044072391593942,1694,90
0.26500182769173264,3588,65
-0.2665145818928766,-3592,9
0.01935790735559939,277,70
-0.6170045291056997,-8229,513
1.2593358120941145,17335,-19
1.1350294935370542,15942,0
-0.02200000711974348,-309,0
-0.8715300778857765,-10994,6373
-0.8715300778857765,-10994,6373
1.3469966234609498,19694,-1
0.3952176610438368,6522,-11
-0.021165595537830928,-354,-1
0.014600770994949164,236,0
0.0332887854052194,545,0
0.1792293139500134,36,0
0.4082445484417052,82,0
-2.073801472050929,-417,0
-3.127474267616792,-632,0
0.321607045668193,65,0
-6.04126465785958,-1221,0
-0.3166592449656114,-64,0
-0.3336559226155833,-55,25
1.1879528762261504,241,0
-0.32040222802780516,-65,0
0.9160797815668226,3583,5323
-0.0039602753914569355,-13,0
0.014931276042105812,94,361
0.008945432859557012,27,0
0.0,0,0
0.33404683141986524,103,0
1.9028235446145958,589,0
-0.903151421983095,-282,0
1.0680091782370782,361,45
-1.2143578097400964,-385,0
-2.635323941044654,-312,957
0.22573410279470574,80,11
-1.1188425344082376,-365,0
-1.140992693869869,-380,-1
1.6629578396583855,553,0
-0.05705877053364672,-19,0
0.0,0,0
-0.13443901054510654,-46,-2
-3.159626220803502,-392,1220
-3.159626220803502,-392,1220
0.0,0,0
0.0,0,0
0.9730582666121146,333,0
0.10210035005834284,35,0
0.0,0,0
0.0,0,0
0.0,0,0
-0.011724703951232485,-1,0
-0.011724703951232485,-1,0
-0.012025012025007609,-1,0
0.0,0,0
0.012025012025018711,1,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.021181952976057072,2,0
0.11152143739626696,39,28
-0.9677914895796003,-189,0
0.0,0,0
-1.5206082432973167,-304,0
0.03996802557952872,8,0
0.0,0,0
-0.637919098012063,-129,0
0.049173878835562235,10,0
0.0,0,0
1.6276553894571277,331,0
1.1605035405192754,236,0
0.04375303840544742,9,0
0.6903257170636778,142,0
0.07489718790487654,12,4
0.07489718790487654,12,4
0.07489718790487654,12,4
0.0,0,0
0.0,0,0
0.08257638315440907,10,0
0.08257638315440907,10,0
0.06606110652354058,8,0
0.0,0,0
-0.0033932055901186864,-15,-15
0.0,0,0
0.0,0,0
0.0011321809957109963,5,5
0.0,0,0
0.16239935955795204,13,-7
0.0,0,0
0.06431139205790304,2,-6
0.0,0,0
0.0,0,0
0.0,0,0
-0.08821263442043599,-147,18
0.0,0,0
0.004430954649179558,8,0
0.006220635753385884,14,48
0.035037333941608656,78,14
0.002256521346691992,5,0
-0.002287397810502717,-5,0
-0.00998612767300934,0,767
-0.3023525513585146,-73,0
0.186381709741551,45,0
0.08697813121272546,21,0
0.2444028240237095,61,8
0.2444028240237095,61,8
0.0,0,0
-0.1283962889330692,-31,0
-0.1283962889330692,-31,0
0.04553545556153504,11,0
0.0662333899076828,16,0
0.07620786953145275,23,18
0.0041389015355330905,1,0
-0.23152306335222916,-58,-8
-0.23152306335222916,-58,-8
-0.23152306335222916,-58,-8
-0.23152306335222916,-58,-8
-0.058502179537678334,-8,24
0.15708321276507453,38,0
0.14038779885887087,36,8
0.09507275132275561,23,0
-0.0036208042931307194,3,15
-0.07001546345741239,-19,-8
0.0,0,0
0.0,0,0
-0.004133597883598794,-1,0
0.004133597883598794,1,0
0.028913672036351423,7,0
0.07806401249024209,19,0
0.02465179341796797,6,0
0.0,0,0
0.012470597737584965,9,23
0.0,0,0
-0.004109138724522898,-1,0
0.14369585745370728,35,0
0.0,0,0
0.0,0,0
-0.22595437433469145,-53,8
-0.10260619741432331,-25,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
1.0266647402937534,772,1856
0.0,0,0
0.0004922218747815954,59,97
0.005415944540720918,30,0
0.0,0,0
0.003964906968856319,22,0
0.0786526072564353,443,11
0.0786526072564353,443,11
0.0786526072564353,443,11
0.0786526072564353,443,11
0.09731733204271231,523,-29
-0.021622517689923182,-120,0
-0.021622517689923182,-120,0
0.0016211484215378213,9,0
0.0010806643924721193,6,0
0.023395054285524353,130,0
0.007006813275567403,42,5
0.007006813275567403,42,5
-0.00112687754055818,6,20
-0.00112687754055818,6,20
0.3374016373419164,2213,534
0.3374016373419164,2213,534
-0.04518185697431898,-252,0
-0.033866059262244175,-210,-34
-0.033866059262244175,-210,-34
0.08366793744924994,463,3
-0.40815545907632034,-2152,34
-0.40815545907632034,-2152,34
-0.40815545907632034,-2152,34
-0.40815545907632034,-2152,34
-0.40815545907632034,-2152,34
-0.40815545907632034,-2152,34
-0.40815545907632034,-2152,34
-0.40815545907632034,-2152,34
-0.40815545907632034,-2152,34
-0.40815545907632034,-2152,34
0.026260750494733198,140,0
0.026260750494733198,140,0
0.029485496103343056,135,-5
0.029485496103343056,135,-5
0.0762209726903218,358,0
0.06913073182364116,327,3
0.0050960174623582155,24,0
0.001404244034575175,8,2
0.019790390291762883,94,0
-0.10204017226905782,-485,0
0.021458661296136494,122,0
-0.043762948296088844,-220,45
-0.042175185175419294,-240,0
0.14139985860014415,14,0
-15.550424071935975,-1645,12
-15.550424071935975,-1645,12
0.0,0,0
0.6850519750972894,381,2070
0.6850519750972894,381,2070
0.6850519750972894,381,2070
0.6850519750972894,381,2070
0.3699941961694708,51,0
-0.16648631504453393,14,164
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
-0.012795086686717694,-2,0
-0.01403213358591171,-2,0
0.014023278642549819,2,0
0.7017599065702818,36,-144
3.0353489125706012,436,17
0.014156285390709566,2,0
-0.03507281963507358,-8,-6
0.0,0,0
0.0,0,0
-0.01785773551455927,1,7
0.020134226599932692,8,3
1.2687544053972322,378,0
-1.637543684473286,-492,0
0.28784389770937224,95,0
0.28784389770937224,95,0
-0.16053795359544099,-53,0
0.033261770130932344,11,0
0.10583290496204434,35,0
0.1111932952731376,51,17
0.0815759260378246,27,0
0.11464084230849991,38,0
0.0,0,0
-0.015140045420136694,-5,0
-0.2237906708342008,307,444
-0.017927036959575204,-6,0
-0.06872030834503828,-23,0
0.11652574023722773,39,0
0.17927036959574094,60,0
0.002987839493262534,1,0
-0.19850675515525884,-67,0
-0.23676973051345307,-73,8
0.02685364762047282,9,0
0.02685364762047282,9,0
0.02685364762047282,9,0
0.16462644048734765,58,2
-0.08111970403044122,36,74
0.1391511778153276,14,0
0.02981810953185393,3,0
0.31996800319967766,32,0
0.0,0,0
-0.1188354129530611,-12,0
-0.03785988051183686,0,8
-0.39735278022011156,-44,-8
1.3468344475029481,137,0
0.0,0,0
-0.009518370454980607,-1,0
-0.009518370454980607,-1,0
-0.009518370454980607,-1,0
-0.009518370454980607,-1,0
-0.009518370454980607,-1,0
2.902641278629109,307,-9
0.0,0,0
-0.09699765572337982,-10,1
-6.334627760368544,24,1707
0.0,0,0
0.013560826470733478,11,0
0.05455343271545399,46,0
0.1352024478758984,114,0
0.11178118677125648,85,26
0.11178118677125648,85,26
0.11178118677125648,85,26
0.36676170177429857,265,0
0.36676170177429857,265,0
0.04957791772745579,37,0
0.04957791772745579,37,0
0.04957791772745579,37,0
0.0013394770681546264,1,0
0.2091808431952641,181,0
0.2091808431952641,181,0
0.2091808431952641,181,0
0.2091808431952641,181,0
0.00688815925423969,6,0
0.0,0,0
-0.006788635823631872,-6,0
-0.8754954908576557,-685,939
0.034638032559750065,33,0
0.0031460391367282847,3,0
0.0,0,0
-0.001723662437948248,-3,0
0.27518030476799127,497,20
0.017776691424412072,32,0
0.3777030882535781,699,89
-0.44554593423769134,-372,5247
-0.22821007123966647,-420,169
-0.21167880867467848,-364,621
-0.5915322505904139,-1157,1
-0.1573374048460613,-316,-73
0.0019528294057047368,4,0
4.315262070056428,9860,11
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
-0.4582754527945543,17,54
-0.4582754527945543,17,54
0.3841579567736009,37,17
0.9301306329851766,-875,-3768
-0.012761904041037886,4,504
0.06090031902827725,109,0
-0.04964643383586417,-89,-4
0.651989341763095,1221,0
0.13242699161117727,248,0
-0.8696261508678971,-1600,840
0.017017217090004033,16,35
3.301862842468961,1451,523
3.301862842468961,1451,523
3.301862842468961,1451,523
-0.33370983295586565,-383,38
0.03560627799359013,41,6
0.04676896890073584,54,14
0.13091915414531785,137,-902
0.13091915414531785,137,-902
5.096596757720327,6013,19
5.096596757720327,6013,19
6.495201245882584,13170,40390
6.495201245882584,13170,40390
0.05310909919182538,85,6
0.05310909919182538,85,6
0.07762603185822725,123,0
0.0,0,0
-0.004914149802948131,-5,0
0.0,0,0
0.0,0,0
0.000982482339884072,1,0
0.000982482339884072,1,0
0.0,0,0
0.0011270018370201917,1,0
0.23214668064054367,206,0
0.0,0,0
0.00032252208388428016,1,1
0.005608871845996788,3,-3
0.26121075007923267,239,0
-0.010925857133492478,-10,0
0.002186055154174138,2,0
0.021232582075736417,39,27
-0.03274465716344155,-30,0
0.002179860270956624,2,0
-0.20452642503744345,-119,95
-0.016352516652318183,-15,0
0.0128044722158549,29,24
0.008721247138343546,8,0
9.34587231138363,8634,103
0.23205671451047571,207,-8
0.23205671451047571,207,-8
-0.17190138718906622,-154,5
-0.06882892222133119,-56,10
-0.029433888216634507,-27,0
-0.008695085103149758,-8,0
-0.08151110724687882,-75,0
-0.5638742812373421,-526,-10
-0.08616216110366448,-88,0
0.003916461868347376,4,0
0.003916461868347376,4,0
0.1155356251162698,118,0
0.1155356251162698,118,0
0.008812039203787148,9,0
-0.9456023980616179,647,2506
-0.01796079337629264,-4,23
-2.7333621379702855,-2482,616
-2.7333621379702855,-2482,616
-2.7333621379702855,-2482,616
-2.7333621379702855,-2482,616
-2.7333621379702855,-2482,616
0.1139611962126863,120,0
0.06757115799179703,93,34
0.06757115799179703,93,34
0.06757115799179703,93,34
0.0009488296186632716,1,0
-0.00021347744084687648,19,30
0.09590549984807017,101,0
0.26679325896035166,281,0
0.006941986593278493,15,12
0.006941986593278493,15,12
0.006941986593278493,15,12
-0.0066188846233883325,-7,0
-2.111909663226186,-2181,84
-2.111909663226186,-2181,84
0.026464778215706808,28,0
0.016882196403300576,14,-6
-2.548031595983724,-2713,-27
-0.004726121272269346,-5,0
-0.059548002306297754,-63,0
0.09533209277861054,108,12
0.09533209277861054,108,12
0.09533209277861054,108,12
0.09533209277861054,108,12
0.09533209277861054,108,12
0.09533209277861054,108,12
0.09533209277861054,108,12
0.09533209277861054,108,12
0.09533209277861054,108,12
0.09533209277861054,108,12
-0.0028521719289242853,-3,0
-0.0028521719289242853,-3,0
-0.0028521719289242853,-3,0
0.0016919755900346445,5,5
-0.33749302389914915,-356,-2
0.43716734587773143,453,-10
0.02094001637128473,22,0
-0.03251721883591463,13,73
-0.016170600917675415,-26,-14
0.0039391694959478585,8,6
0.0039391694959478585,8,6
0.024535071995346325,1,1
0.0,0,0
0.0,0,0
-5.653668019701147,-266,-103
-0.03698247292568679,-46,260
0.0,0,0
0.2935061758591165,600,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
-0.18267894725442213,-1934,-4
-1.683585893777395,-18154,-558
-1.683585893777395,-18154,-558
-0.041793582205851276,-413,0
0.033989730487810066,310,11
-0.03892369482675906,-354,-10
0.10931301434822793,914,0
-0.21409200175631082,-1803,-22
0.08642051938254625,724,0
-0.04082295252600954,-342,0
0.29034251803549127,2436,10
-0.01650448307345398,-137,3
0.03084185868624245,263,-1
0.048407973985975516,414,0
0.058845500449922206,509,12
-0.003034024089387799,32,141
-0.003034024089387799,32,141
-0.0038722010801128803,-5,77
1.0637008191816733,10198,5
-0.9296104731847166,-9010,30
-0.06450079772823969,-540,221
-0.06450079772823969,-540,221
0.3899613541601177,3785,0
0.8229527195423358,7994,16
0.6271027438204568,6296,146
0.0,0,0
-2.981991153588881e-05,0,1
-2.981991153588881e-05,0,1
-2.981991153588881e-05,0,1
-2.981991153588881e-05,0,1
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.07277497575169309,0,-2882
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
2.024428862248362,716,0
